Município;Assistência_Médica;Excl._Odontológico;Total
431046 Ipiranga do Sul;53;4;57
431050 Iraí;202;17;219
431053 Itaara;205;6;211
431055 Itacurubi;11;4;15
431057 Itapuca;178;0;178
431060 Itaqui;2476;78;2554
431065 Itati;11;3;14
431070 Itatiba do Sul;66;10;76
431075 Ivorá;52;9;61
431080 Ivoti;3169;359;3528
431085 Jaboticaba;48;2;50
431087 Jacuizinho;19;0;19
431090 Jacutinga;202;6;208
431100 Jaguarão;1376;59;1435
431110 Jaguari;673;23;696
431112 Jaquirana;113;8;121
431113 Jari;14;1;15
431115 Jóia;474;6;480
431120 Júlio de Castilhos;1225;24;1249
431123 Lagoa Bonita do Sul;6;7;13
431127 Lagoa dos Três Cantos;22;3;25
431130 Lagoa Vermelha;2525;83;2608
431125 Lagoão;42;3;45
431140 Lajeado;18782;2602;21384
431142 Lajeado do Bugre;5;10;15
431150 Lavras do Sul;182;21;203
431160 Liberato Salzano;44;16;60
431162 Lindolfo Collor;83;39;122
431164 Linha Nova;46;2;48
431171 Maçambará;8;3;11
431170 Machadinho;529;3;532
431173 Mampituba;7;5;12
431175 Manoel Viana;117;8;125
431177 Maquiné;102;18;120
431179 Maratá;178;59;237
431180 Marau;22196;505;22701
431190 Marcelino Ramos;447;30;477
431198 Mariana Pimentel;65;18;83
431200 Mariano Moro;45;11;56
431205 Marques de Souza;331;14;345
431210 Mata;91;10;101
431213 Mato Castelhano;100;4;104
431215 Mato Leitão;115;14;129
431217 Mato Queimado;14;0;14
431220 Maximiliano de Almeida;549;9;558
431225 Minas do Leão;391;66;457
431230 Miraguaí;131;2;133
431235 Montauri;189;1;190
431237 Monte Alegre dos Campos;26;0;26
431238 Monte Belo do Sul;739;1;740
431240 Montenegro;27246;3172;30418
431242 Mormaço;115;5;120
431244 Morrinhos do Sul;9;9;18
431245 Morro Redondo;180;7;187
431247 Morro Reuter;378;14;392
431250 Mostardas;323;36;359
431260 Muçum;852;24;876
431261 Muitos Capões;52;0;52
431262 Muliterno;8;1;9
431265 Não-Me-Toque;1263;26;1289
431267 Nicolau Vergueiro;117;1;118
431270 Nonoai;497;72;569
431275 Nova Alvorada;73;0;73
431280 Nova Araçá;636;16;652
431290 Nova Bassano;2372;29;2401
431295 Nova Boa Vista;6;2;8
431300 Nova Bréscia;235;11;246
431301 Nova Candelária;38;14;52
431303 Nova Esperança do Sul;43;3;46
431306 Nova Hartz;352;15;367
431308 Nova Pádua;1253;0;1253
431310 Nova Palma;421;4;425
431320 Nova Petrópolis;7060;197;7257
431330 Nova Prata;4520;122;4642
431333 Nova Ramada;119;0;119
431335 Nova Roma do Sul;1649;15;1664
431337 Nova Santa Rita;3004;1093;4097
431349 Novo Barreiro;34;5;39
431339 Novo Cabrais;18;2;20
431340 Novo Hamburgo;79890;11269;91159
431342 Novo Machado;221;10;231
431344 Novo Tiradentes;5;2;7
431350 Osório;3955;1059;5014
431360 Paim Filho;217;9;226
431365 Palmares do Sul;490;70;560
431370 Palmeira das Missões;1372;261;1633
431380 Palmitinho;552;5;557
431390 Panambi;3136;144;3280
431395 Pantano Grande;362;61;423
431400 Paraí;982;4;986
431402 Paraíso do Sul;49;8;57
431403 Pareci Novo;266;61;327
431405 Parobé;5648;275;5923
431406 Passa Sete;62;5;67
431407 Passo do Sobrado;153;31;184
431410 Passo Fundo;32214;3548;35762
431413 Paulo Bento;26;1;27
431415 Paverama;101;5;106
431417 Pedras Altas;13;1;14
431420 Pedro Osório;472;23;495
431430 Pejuçara;528;20;548
431440 Pelotas;48570;4082;52652
431442 Picada Café;587;10;597
431445 Pinhal;44;14;58
431446 Pinhal da Serra;14;0;14
431447 Pinhal Grande;50;16;66
431449 Pinheirinho do Vale;407;1;408
431450 Pinheiro Machado;638;58;696
431455 Pirapó;22;1;23
431460 Piratini;418;40;458
431470 Planalto;184;26;210
431475 Poço das Antas;51;1;52
431477 Pontão;128;5;133
431478 Ponte Preta;41;1;42
431480 Portão;8222;370;8592
431490 Porto Alegre;626864;138021;764885
431500 Porto Lucena;122;13;135
431505 Porto Mauá;179;2;181
431507 Porto Vera Cruz;5;5;10
431510 Porto Xavier;230;4;234
431513 Pouso Novo;45;4;49
431514 Presidente Lucena;43;15;58
431515 Progresso;196;31;227
431517 Protásio Alves;74;3;77
431520 Putinga;120;10;130
431530 Quaraí;647;617;1264
431531 Quatro Irmãos;16;1;17
431532 Quevedos;21;2;23
431535 Quinze de Novembro;338;3;341
431540 Redentora;304;7;311
431545 Relvado;129;3;132
431550 Restinga Seca;1148;12;1160
431555 Rio dos Índios;196;19;215
431560 Rio Grande;44098;14536;58634
431570 Rio Pardo;2425;372;2797
431575 Riozinho;29;3;32
431580 Roca Sales;2657;28;2685
431590 Rodeio Bonito;210;63;273
431595 Rolador;4;1;5
431600 Rolante;659;41;700
431610 Ronda Alta;314;30;344
431620 Rondinha;78;8;86
431630 Roque Gonzales;167;18;185
431640 Rosário do Sul;1468;247;1715
431642 Sagrada Família;8;2;10
431643 Saldanha Marinho;259;1;260
431645 Salto do Jacuí;1351;395;1746
431647 Salvador das Missões;42;2;44
431650 Salvador do Sul;903;64;967
431660 Sananduva;663;16;679
431710 Sant' Ana do Livramento;4457;5990;10447
431670 Santa Bárbara do Sul;416;35;451
431673 Santa Cecília do Sul;6;1;7
431675 Santa Clara do Sul;433;22;455
431680 Santa Cruz do Sul;24712;10390;35102
431697 Santa Margarida do Sul;1;1;2
431690 Santa Maria;54519;5488;60007
431695 Santa Maria do Herval;100;19;119
431720 Santa Rosa;10019;2608;12627
431725 Santa Tereza;235;2;237
431730 Santa Vitória do Palmar;1346;139;1485
431700 Santana da Boa Vista;83;4;87
431740 Santiago;3267;286;3553
431750 Santo Ângelo;11833;823;12656
431760 Santo Antônio da Patrulha;1888;492;2380
431770 Santo Antônio das Missões;132;6;138
431755 Santo Antônio do Palma;145;1;146
431775 Santo Antônio do Planalto;32;3;35
431780 Santo Augusto;1174;24;1198
431790 Santo Cristo;525;34;559
431795 Santo Expedito do Sul;23;0;23
431800 São Borja;2433;215;2648
431805 São Domingos do Sul;141;1;142
431810 São Francisco de Assis;1007;43;1050
431820 São Francisco de Paula;976;74;1050
431830 São Gabriel;1613;230;1843
431840 São Jerônimo;3295;788;4083
431842 São João da Urtiga;199;0;199
431843 São João do Polêsine;289;3;292
431844 São Jorge;72;3;75
431845 São José das Missões;12;0;12
431846 São José do Herval;43;0;43
431848 São José do Hortêncio;36;9;45
431849 São José do Inhacorá;217;3;220
431850 São José do Norte;501;94;595
431860 São José do Ouro;379;15;394
431861 São José do Sul;59;16;75
431862 São José dos Ausentes;49;3;52
431870 São Leopoldo;73786;8237;82023
431880 São Lourenço do Sul;3529;290;3819
431890 São Luiz Gonzaga;1838;236;2074
431900 São Marcos;11802;46;11848
431910 São Martinho;258;13;271
431912 São Martinho da Serra;32;2;34
431915 São Miguel das Missões;205;3;208
431920 São Nicolau;102;7;109
431930 São Paulo das Missões;233;87;320
431935 São Pedro da Serra;179;0;179
431937 São Pedro do Butiá;58;1;59
431940 São Pedro do Sul;875;26;901
431950 São Sebastião do Caí;2018;144;2162
431960 São Sepé;1340;50;1390
431970 São Valentim;75;3;78
431971 São Valentim do Sul;149;4;153
431973 São Valério do Sul;22;0;22
431975 São Vendelino;179;1;180
431980 São Vicente do Sul;578;16;594
431990 Sapiranga;9045;387;9432
432000 Sapucaia do Sul;27877;6757;34634
432010 Sarandi;1423;47;1470
432020 Seberi;177;2;179
432023 Sede Nova;118;1;119
432026 Segredo;76;9;85
432030 Selbach;131;6;137
432032 Senador Salgado Filho;52;1;53
432035 Sentinela do Sul;39;16;55
432040 Serafina Corrêa;8570;10;8580
432045 Sério;22;1;23
432050 Sertão;245;11;256
432055 Sertão Santana;111;22;133
432057 Sete de Setembro;20;1;21
432060 Severiano de Almeida;92;15;107
432065 Silveira Martins;148;3;151
432067 Sinimbu;382;37;419
432070 Sobradinho;2817;66;2883
432080 Soledade;1918;88;2006
432085 Tabaí;68;7;75
432090 Tapejara;985;7;992
432100 Tapera;423;24;447
432110 Tapes;907;236;1143
432120 Taquara;9379;735;10114
432130 Taquari;4115;584;4699
432132 Taquaruçu do Sul;33;13;46
432135 Tavares;70;6;76
432140 Tenente Portela;1645;26;1671
432143 Terra de Areia;206;56;262
432145 Teutônia;2446;75;2521
432146 Tio Hugo;172;0;172
432147 Tiradentes do Sul;110;9;119
432149 Toropi;27;2;29
432150 Torres;2585;607;3192
432160 Tramandaí;2907;744;3651
432162 Travesseiro;40;7;47
432163 Três Arroios;84;8;92
432166 Três Cachoeiras;152;18;170
432170 Três Coroas;2467;58;2525
432180 Três de Maio;3210;446;3656
432183 Três Forquilhas;16;8;24
432185 Três Palmeiras;177;16;193
432190 Três Passos;4154;811;4965
432195 Trindade do Sul;84;19;103
432200 Triunfo;2812;1290;4102
432210 Tucunduva;535;76;611
432215 Tunas;13;5;18
432218 Tupanci do Sul;9;0;9
432220 Tupanciretã;1345;83;1428
432225 Tupandi;446;3;449
432230 Tuparendi;861;80;941
432232 Turuçu;52;0;52
432234 Ubiretama;7;2;9
432235 União da Serra;90;0;90
432237 Unistalda;11;1;12
432240 Uruguaiana;6454;1433;7887
432250 Vacaria;7371;383;7754
432253 Vale do Sol;518;27;545
432254 Vale Real;1760;15;1775
432252 Vale Verde;29;3;32
432255 Vanini;57;0;57
432260 Venâncio Aires;7187;3754;10941
432270 Vera Cruz;2563;598;3161
432280 Veranópolis;6817;148;6965
432285 Vespasiano Correa;104;2;106
432290 Viadutos;336;19;355
432300 Viamão;32978;6288;39266
432310 Vicente Dutra;35;4;39
432320 Victor Graeff;183;6;189
432330 Vila Flores;680;3;683
432335 Vila Lângaro;6;1;7
432340 Vila Maria;314;3;317
432345 Vila Nova do Sul;48;10;58
432350 Vista Alegre;78;9;87
432360 Vista Alegre do Prata;41;0;41
432370 Vista Gaúcha;112;3;115
432375 Vitória das Missões;564;0;564
432377 Westfalia;135;0;135
432380 Xangri-lá;753;108;861
431453 Pinto Bandeira;74;0;74
430000 Município ignorado - RS;24654;7483;32137
500020 Água Clara;715;147;862
500025 Alcinópolis;114;2;116
500060 Amambai;1951;83;2034
500070 Anastácio;1958;148;2106
500080 Anaurilândia;543;4;547
500085 Angélica;454;5;459
500090 Antônio João;279;18;297
500100 Aparecida do Taboado;2418;41;2459
500110 Aquidauana;6055;147;6202
500124 Aral Moreira;358;9;367
500150 Bandeirantes;419;39;458
500190 Bataguassu;2119;30;2149
500200 Batayporã;657;7;664
500210 Bela Vista;1345;31;1376
500215 Bodoquena;520;400;920
500220 Bonito;1134;108;1242
500230 Brasilândia;667;31;698
500240 Caarapó;1342;52;1394
500260 Camapuã;1242;33;1275
500270 Campo Grande;174406;16801;191207
500280 Caracol;165;7;172
500290 Cassilândia;2007;38;2045
500295 Chapadão do Sul;1889;165;2054
500310 Corguinho;253;3;256
500315 Coronel Sapucaia;331;4;335
500320 Corumbá;14865;2053;16918
500325 Costa Rica;1525;317;1842
500330 Coxim;2917;120;3037
500345 Deodápolis;864;16;880
500348 Dois Irmãos do Buriti;287;5;292
500350 Douradina;550;8;558
500370 Dourados;37166;3259;40425
500375 Eldorado;717;40;757
500380 Fátima do Sul;2244;112;2356
500390 Figueirão;91;3;94
500400 Glória de Dourados;1058;27;1085
500410 Guia Lopes da Laguna;695;17;712
500430 Iguatemi;780;13;793
500440 Inocência;380;17;397
500450 Itaporã;1516;12;1528
500460 Itaquiraí;473;10;483
500470 Ivinhema;1420;32;1452
500480 Japorã;106;1;107
500490 Jaraguari;255;5;260
500500 Jardim;2674;79;2753
500510 Jateí;289;0;289
500515 Juti;211;8;219
500520 Ladário;2274;216;2490
500525 Laguna Carapã;249;4;253
500540 Maracaju;5350;630;5980
500560 Miranda;2047;236;2283
500568 Mundo Novo;1381;46;1427
500570 Naviraí;4256;154;4410
500580 Nioaque;784;13;797
500600 Nova Alvorada do Sul;846;7;853
500620 Nova Andradina;3808;160;3968
500625 Novo Horizonte do Sul;148;7;155
500630 Paranaíba;4583;234;4817
500635 Paranhos;196;7;203
500640 Pedro Gomes;465;13;478
500660 Ponta Porã;5674;278;5952
500690 Porto Murtinho;443;8;451
500710 Ribas do Rio Pardo;1535;55;1590
500720 Rio Brilhante;5021;63;5084
500730 Rio Negro;649;5;654
500740 Rio Verde de Mato Grosso;858;58;916
500750 Rochedo;235;17;252
500755 Santa Rita do Pardo;205;3;208
500769 São Gabriel do Oeste;3614;176;3790
500780 Selvíria;310;26;336
500770 Sete Quedas;501;8;509
500790 Sidrolândia;4672;65;4737
500793 Sonora;574;36;610
500795 Tacuru;273;5;278
500797 Taquarussu;175;4;179
500800 Terenos;870;19;889
500830 Três Lagoas;19489;995;20484
500840 Vicentina;472;9;481
500000 Município ignorado - MS;5695;2450;8145
510010 Acorizal;118;21;139
510020 Água Boa;1052;82;1134
510025 Alta Floresta;1191;273;1464
510030 Alto Araguaia;1632;91;1723
510035 Alto Boa Vista;61;7;68
510040 Alto Garças;439;48;487
510050 Alto Paraguai;254;34;288
510060 Alto Taquari;720;84;804
510080 Apiacás;20;2;22
510100 Araguaiana;40;8;48
510120 Araguainha;14;0;14
510125 Araputanga;1148;109;1257
510130 Arenápolis;556;71;627
510140 Aripuanã;301;21;322
510160 Barão de Melgaço;72;3;75
510170 Barra do Bugres;2514;115;2629
510180 Barra do Garças;7829;290;8119
510185 Bom Jesus do Araguaia;25;5;30
510190 Brasnorte;185;33;218
510250 Cáceres;6030;1100;7130
510260 Campinápolis;64;9;73
510263 Campo Novo do Parecis;3197;139;3336
510267 Campo Verde;3245;224;3469
510268 Campos de Júlio;214;20;234
510269 Canabrava do Norte;12;0;12
510270 Canarana;576;91;667
510279 Carlinda;51;2;53
510285 Castanheira;35;10;45
510300 Chapada dos Guimarães;719;162;881
510305 Cláudia;271;21;292
510310 Cocalinho;86;2;88
510320 Colíder;705;108;813
510325 Colniza;32;12;44
510330 Comodoro;351;64;415
510335 Confresa;83;12;95
510336 Conquista D'Oeste;143;1;144
510337 Cotriguaçu;32;1;33
510340 Cuiabá;139525;48952;188477
510343 Curvelândia;49;1;50
510345 Denise;989;27;1016
510350 Diamantino;1886;303;2189
510360 Dom Aquino;288;17;305
510370 Feliz Natal;130;13;143
510380 Figueirópolis D'Oeste;56;9;65
510385 Gaúcha do Norte;29;1;30
510390 General Carneiro;29;5;34
510395 Glória D'Oeste;18;0;18
510410 Guarantã do Norte;402;81;483
510420 Guiratinga;394;20;414
510450 Indiavaí;54;3;57
510452 Ipiranga do Norte;79;4;83
510454 Itanhangá;30;1;31
510455 Itaúba;69;51;120
510460 Itiquira;447;133;580
510480 Jaciara;2168;84;2252
510490 Jangada;109;65;174
510500 Jauru;250;15;265
510510 Juara;674;54;728
510515 Juína;840;116;956
510517 Juruena;67;18;85
510520 Juscimeira;825;18;843
510523 Lambari D'Oeste;51;4;55
510525 Lucas do Rio Verde;6648;330;6978
510530 Luciara;29;0;29
510558 Marcelândia;140;17;157
510560 Matupá;138;26;164
510562 Mirassol d'Oeste;3603;109;3712
510590 Nobres;568;514;1082
510600 Nortelândia;427;42;469
510610 Nossa Senhora do Livramento;77;14;91
510615 Nova Bandeirantes;22;12;34
510620 Nova Brasilândia;82;17;99
510621 Nova Canaã do Norte;78;9;87
510880 Nova Guarita;9;5;14
510618 Nova Lacerda;134;11;145
510885 Nova Marilândia;124;6;130
510890 Nova Maringá;98;8;106
510895 Nova Monte Verde;39;32;71
510622 Nova Mutum;6712;574;7286
510623 Nova Olímpia;6203;109;6312
510619 Nova Santa Helena;13;3;16
510624 Nova Ubiratã;156;6;162
510625 Nova Xavantina;882;49;931
510627 Novo Horizonte do Norte;23;1;24
510626 Novo Mundo;11;2;13
510631 Novo Santo Antônio;1;0;1
510628 Novo São Joaquim;94;11;105
510629 Paranaíta;96;19;115
510630 Paranatinga;362;61;423
510637 Pedra Preta;541;197;738
510642 Peixoto de Azevedo;170;34;204
510645 Planalto da Serra;20;2;22
510650 Poconé;1693;126;1819
510665 Pontal do Araguaia;141;8;149
510670 Ponte Branca;34;4;38
510675 Pontes e Lacerda;2598;341;2939
510677 Porto Alegre do Norte;102;642;744
510680 Porto dos Gaúchos;93;14;107
510682 Porto Esperidião;67;16;83
510685 Porto Estrela;118;1;119
510700 Poxoréo;411;46;457
510704 Primavera do Leste;4365;400;4765
510706 Querência;384;41;425
510715 Reserva do Cabaçal;36;1;37
510718 Ribeirão Cascalheira;92;23;115
510719 Ribeirãozinho;67;3;70
510720 Rio Branco;95;16;111
510757 Rondolândia;2;1;3
510760 Rondonópolis;24238;5371;29609
510770 Rosário Oeste;341;79;420
510775 Salto do Céu;15;1;16
510724 Santa Carmem;85;13;98
510774 Santa Cruz do Xingu;15;8;23
510776 Santa Rita do Trivelato;134;0;134
510777 Santa Terezinha;26;1;27
510726 Santo Afonso;52;8;60
510779 Santo Antônio do Leste;70;0;70
510780 Santo Antônio do Leverger;374;96;470
510785 São Félix do Araguaia;282;25;307
510729 São José do Povo;15;2;17
510730 São José do Rio Claro;693;82;775
510735 São José do Xingu;31;4;35
510710 São José dos Quatro Marcos;614;141;755
510740 São Pedro da Cipa;33;8;41
510787 Sapezal;3599;398;3997
510788 Serra Nova Dourada;1;0;1
510790 Sinop;9980;865;10845
510792 Sorriso;6747;736;7483
510794 Tabaporã;179;1;180
510795 Tangará da Serra;12994;1153;14147
510800 Tapurah;436;74;510
510805 Terra Nova do Norte;174;7;181
510810 Tesouro;15;1;16
510820 Torixoréu;348;6;354
510830 União do Sul;53;1;54
510835 Vale de São Domingos;2;0;2
510840 Várzea Grande;26943;11787;38730
510850 Vera;307;17;324
510550 Vila Bela da Santíssima Trindade;115;8;123
510860 Vila Rica;557;25;582
510000 Município ignorado - MT;1505;3445;4950
520005 Abadia de Goiás;521;205;726
520010 Abadiânia;197;26;223
520013 Acreúna;897;79;976
520015 Adelândia;54;2;56
520017 Água Fria de Goiás;16;0;16
520020 Água Limpa;70;17;87
520025 Águas Lindas de Goiás;2525;614;3139
520030 Alexânia;972;715;1687
520050 Aloândia;64;12;76
520055 Alto Horizonte;314;1532;1846
520060 Alto Paraíso de Goiás;138;9;147
520080 Alvorada do Norte;180;36;216
520082 Amaralina;22;1;23
520085 Americano do Brasil;631;1;632
520090 Amorinópolis;31;2;33
520110 Anápolis;39395;5902;45297
520120 Anhanguera;46;0;46
520130 Anicuns;1008;47;1055
520140 Aparecida de Goiânia;42217;8532;50749
520145 Aparecida do Rio Doce;55;13;68
520150 Aporé;84;3;87
520160 Araçu;89;7;96
520170 Aragarças;552;37;589
520180 Aragoiânia;183;35;218
520215 Araguapaz;199;6;205
520235 Arenópolis;59;3;62
520250 Aruanã;196;9;205
520260 Aurilândia;87;10;97
520280 Avelinópolis;47;5;52
520310 Baliza;25;3;28
520320 Barro Alto;906;27;933
520330 Bela Vista de Goiás;830;58;888
520340 Bom Jardim de Goiás;313;12;325
520350 Bom Jesus de Goiás;521;53;574
520355 Bonfinópolis;265;36;301
520357 Bonópolis;10;0;10
520360 Brazabrantes;131;7;138
520380 Britânia;109;22;131
520390 Buriti Alegre;330;31;361
520393 Buriti de Goiás;32;0;32
520396 Buritinópolis;37;1;38
520400 Cabeceiras;79;17;96
520410 Cachoeira Alta;247;19;266
520420 Cachoeira de Goiás;6;2;8
520425 Cachoeira Dourada;393;197;590
520430 Caçu;596;27;623
520440 Caiapônia;318;28;346
520450 Caldas Novas;5092;795;5887
520455 Caldazinha;64;6;70
520460 Campestre de Goiás;42;7;49
520465 Campinaçu;22;6;28
520470 Campinorte;413;80;493
520480 Campo Alegre de Goiás;1133;16;1149
520485 Campo Limpo de Goiás;517;5;522
520490 Campos Belos;451;45;496
520495 Campos Verdes;47;8;55
520500 Carmo do Rio Verde;123;14;137
520505 Castelândia;69;75;144
520510 Catalão;18781;8212;26993
520520 Caturaí;157;21;178
520530 Cavalcante;116;8;124
520540 Ceres;1690;157;1847
520545 Cezarina;541;195;736
520547 Chapadão do Céu;652;99;751
520549 Cidade Ocidental;23854;5419;29273
520551 Cocalzinho de Goiás;201;65;266
520552 Colinas do Sul;36;5;41
520570 Córrego do Ouro;153;1;154
520580 Corumbá de Goiás;171;80;251
520590 Corumbaíba;402;20;422
520620 Cristalina;1554;345;1899
520630 Cristianópolis;75;9;84
520640 Crixás;2599;5635;8234
520650 Cromínia;79;17;96
520660 Cumari;171;12;183
520670 Damianópolis;27;3;30
520680 Damolândia;107;9;116
520690 Davinópolis;15;2;17
520710 Diorama;19;2;21
520830 Divinópolis de Goiás;75;6;81
520725 Doverlândia;111;6;117
520735 Edealina;100;18;118
520740 Edéia;313;491;804
520750 Estrela do Norte;53;12;65
520753 Faina;51;1;52
520760 Fazenda Nova;906;17;923
520780 Firminópolis;363;43;406
520790 Flores de Goiás;27;4;31
520800 Formosa;4345;645;4990
520810 Formoso;88;13;101
520815 Gameleira de Goiás;19;0;19
520840 Goianápolis;243;18;261
520850 Goiandira;639;140;779
520860 Goianésia;3666;98;3764
520870 Goiânia;297604;80580;378184
520880 Goianira;1280;143;1423
520890 Goiás;1892;760;2652
520910 Goiatuba;1562;214;1776
520915 Gouvelândia;30;3;33
520920 Guapó;590;114;704
520929 Guaraíta;25;0;25
520940 Guarani de Goiás;15;0;15
520945 Guarinos;3;1;4
520960 Heitoraí;29;2;31
520970 Hidrolândia;595;146;741
520980 Hidrolina;100;9;109
520990 Iaciara;156;22;178
520993 Inaciolândia;62;53;115
520995 Indiara;277;36;313
521000 Inhumas;2333;366;2699
521010 Ipameri;1111;80;1191
521015 Ipiranga de Goiás;4;1;5
521020 Iporá;1533;130;1663
521030 Israelândia;29;3;32
521040 Itaberaí;783;75;858
521056 Itaguari;39;6;45
521060 Itaguaru;118;6;124
521080 Itajá;190;12;202
521090 Itapaci;423;20;443
521100 Itapirapuã;118;7;125
521120 Itapuranga;651;47;698
521130 Itarumã;82;8;90
521140 Itauçu;156;9;165
521150 Itumbiara;7605;6311;13916
521160 Ivolândia;43;2;45
521170 Jandaia;117;8;125
521180 Jaraguá;831;87;918
521190 Jataí;10046;2932;12978
521200 Jaupaci;38;1;39
521205 Jesúpolis;1;2;3
521210 Joviânia;153;26;179
521220 Jussara;541;113;654
521225 Lagoa Santa;33;6;39
521230 Leopoldo de Bulhões;138;8;146
521250 Luziânia;9547;3875;13422
521260 Mairipotaba;50;0;50
521270 Mambaí;42;7;49
521280 Mara Rosa;237;33;270
521290 Marzagão;60;11;71
521295 Matrinchã;43;2;45
521300 Maurilândia;129;53;182
521305 Mimoso de Goiás;22;0;22
521308 Minaçu;3160;1625;4785
521310 Mineiros;9943;4367;14310
521340 Moiporá;9;3;12
521350 Monte Alegre de Goiás;55;13;68
521370 Montes Claros de Goiás;153;24;177
521375 Montividiu;427;127;554
521377 Montividiu do Norte;22;8;30
521380 Morrinhos;2373;2498;4871
521385 Morro Agudo de Goiás;32;1;33
521390 Mossâmedes;36;15;51
521400 Mozarlândia;872;30;902
521405 Mundo Novo;60;4;64
521410 Mutunópolis;40;10;50
521440 Nazário;261;17;278
521450 Nerópolis;1119;134;1253
521460 Niquelândia;3034;125;3159
521470 Nova América;35;7;42
521480 Nova Aurora;66;2;68
521483 Nova Crixás;122;5;127
521486 Nova Glória;137;23;160
521487 Nova Iguaçu de Goiás;45;13;58
521490 Nova Roma;54;6;60
521500 Nova Veneza;257;35;292
521520 Novo Brasil;57;13;70
521523 Novo Gama;2008;492;2500
521525 Novo Planalto;34;8;42
521530 Orizona;682;22;704
521540 Ouro Verde de Goiás;57;3;60
521550 Ouvidor;2121;301;2422
521560 Padre Bernardo;2455;553;3008
521565 Palestina de Goiás;21;2;23
521570 Palmeiras de Goiás;592;50;642
521580 Palmelo;60;8;68
521590 Palminópolis;81;7;88
521600 Panamá;39;14;53
521630 Paranaiguara;124;9;133
521640 Paraúna;394;56;450
521645 Perolândia;106;9;115
521680 Petrolina de Goiás;233;58;291
521690 Pilar de Goiás;47;2;49
521710 Piracanjuba;760;59;819
521720 Piranhas;239;26;265
521730 Pirenópolis;555;47;602
521740 Pires do Rio;1870;103;1973
521760 Planaltina;1801;342;2143
521770 Pontalina;610;42;652
521800 Porangatu;1570;223;1793
521805 Porteirão;27;410;437
521810 Portelândia;192;37;229
521830 Posse;621;75;696
521839 Professor Jamil;69;1;70
521850 Quirinópolis;7728;113;7841
521860 Rialma;445;74;519
521870 Rianápolis;77;29;106
521878 Rio Quente;2280;182;2462
521880 Rio Verde;40017;9661;49678
521890 Rubiataba;637;28;665
521900 Sanclerlândia;256;25;281
521910 Santa Bárbara de Goiás;72;1;73
521920 Santa Cruz de Goiás;33;1;34
521925 Santa Fé de Goiás;48;8;56
521930 Santa Helena de Goiás;3442;1011;4453
521935 Santa Isabel;144;21;165
521940 Santa Rita do Araguaia;710;53;763
521945 Santa Rita do Novo Destino;5;1;6
521950 Santa Rosa de Goiás;45;1;46
521960 Santa Tereza de Goiás;73;5;78
521970 Santa Terezinha de Goiás;157;22;179
521971 Santo Antônio da Barra;49;9;58
521973 Santo Antônio de Goiás;217;18;235
521975 Santo Antônio do Descoberto;2983;305;3288
521980 São Domingos;106;25;131
521990 São Francisco de Goiás;98;13;111
522000 São João d'Aliança;148;25;173
522005 São João da Paraúna;27;5;32
522010 São Luís de Montes Belos;2083;120;2203
522015 São Luíz do Norte;56;6;62
522020 São Miguel do Araguaia;462;58;520
522026 São Miguel do Passa Quatro;21;1;22
522028 São Patrício;15;6;21
522040 São Simão;744;210;954
522045 Senador Canedo;4608;935;5543
522050 Serranópolis;208;75;283
522060 Silvânia;548;36;584
522068 Simolândia;44;6;50
522070 Sítio d'Abadia;8;3;11
522100 Taquaral de Goiás;44;2;46
522108 Teresina de Goiás;33;6;39
522119 Terezópolis de Goiás;114;17;131
522130 Três Ranchos;147;19;166
522140 Trindade;7120;2481;9601
522145 Trombas;24;4;28
522150 Turvânia;89;2;91
522155 Turvelândia;819;50;869
522157 Uirapuru;6;1;7
522160 Uruaçu;1734;122;1856
522170 Uruana;277;17;294
522180 Urutaí;110;8;118
522185 Valparaíso de Goiás;7821;1837;9658
522190 Varjão;68;3;71
522200 Vianópolis;506;50;556
522205 Vicentinópolis;113;33;146
522220 Vila Boa;34;9;43
522230 Vila Propício;34;324;358
520930 Guaraí (transf. p/TO);1;0;1
520950 Gurupi (transf. p/TO);3;0;3
521575 Palmeirópolis (transf. p/TO);3;0;3
520000 Município ignorado - GO;3456;6597;10053
530010 Brasília;642874;295219;938093
000000 Ignorado ou exterior;12273;61;12334
980000-Município ignorado - EX;44;1;45
Total;41468019;11061362;52529381
